runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer
1,4873,45038,10000,buffer: 0xb62ddd05a2177dbd
1,4883,41550,10000,buffer: 0x6793d04042cf5a3d
1,3904,40678,10000,buffer: 0x52c2ab06780f037d
1,4874,44279,10000,buffer: 0x73c6bd582d2ecfbd
1,3901,44857,10000,buffer: 0x3e6e6e5f90bf763d
1,3895,40412,10000,buffer: 0xd3c8c330e406defd
1,3898,45999,10000,buffer: 0xb296daf7153588fd
1,3899,40433,10000,buffer: 0x2417c4ebbbfaed3d
1,4179,45116,10000,buffer: 0x86c4bdfbab6808fd
1,4942,47036,10000,buffer: 0x80369c5bff424c3d
1,3895,44595,10000,buffer: 0x8e136dc719c963dd
1,3898,39947,10000,buffer: 0xff0958971bada0bd
1,3897,45915,10000,buffer: 0xd648c1549ed088fd
1,4871,46685,10000,buffer: 0xae46202057864fbd
1,3899,40552,10000,buffer: 0xb4f7bcf42e4ded3d
1,3896,42101,10000,buffer: 0xc8fd062d321136bd
1,3974,55367,10000,buffer: 0x1d1aaacf7154493d
1,3900,35545,10000,buffer: 0x2ca3db3114e0a43d
1,3896,45988,10000,buffer: 0xd96b15ee89c7437d
1,3896,44932,10000,buffer: 0x6b9285578827c93d
1,4011,45847,10000,buffer: 0x1222e95f4d96fd7d
1,3899,45568,10000,buffer: 0x50c791973ddd6d3d
1,4868,42794,10000,buffer: 0x9eaa44821ddf63dd
1,4871,45953,10000,buffer: 0xbc5caf2e9d1a353d
1,3899,40718,10000,buffer: 0xb39d95da45e33dbd
1,3898,40178,10000,buffer: 0x6621563f629ad6a5
1,4871,45364,10000,buffer: 0x992835ff9536de9d
1,4868,43687,10000,buffer: 0x062200623e2fc3bd
1,3967,40753,10000,buffer: 0x8f3f328ff1e87b3d
1,4870,42644,10000,buffer: 0xc300bf2ef57748bd
1,4874,47134,10000,buffer: 0xc52ceb11b665c93d
1,3895,47192,10000,buffer: 0x6ca31d93611d72fd
1,4872,44433,10000,buffer: 0x37cc746599f463dd
1,4872,47268,10000,buffer: 0xc9f184dacb85007d
1,3900,44952,10000,buffer: 0x93ef17d27a7f279d
1,4870,51185,10000,buffer: 0xe067805825ef6d3d
1,3901,40860,10000,buffer: 0xefc14ee8b5ff213d
1,3902,40517,10000,buffer: 0xa453f17098efa43d
1,4517,40258,10000,buffer: 0xa48dadb4b43d312d
1,3900,40935,10000,buffer: 0xe7fd592ed8f5503d
1,3897,40308,10000,buffer: 0xcd33a221f711ae3d
1,5973,39992,10000,buffer: 0xb4a00cb711ed353d
1,3897,42225,10000,buffer: 0xb03efdb8d17b925d
1,3897,40646,10000,buffer: 0xf4b7fdacd36e88bd
1,4629,44954,10000,buffer: 0x75d3fe7610c08dbd
1,3898,45789,10000,buffer: 0x02987bcbdf8d993d
1,3899,40778,10000,buffer: 0xc5a995450555b63d
1,8346,46133,10000,buffer: 0x4e49773de3261a4d
1,3897,44521,10000,buffer: 0x481d533bedc295fd
1,3899,40112,10000,buffer: 0xa0d80c7ec467103d
1,4601,39987,10000,buffer: 0x82f02eb15f57195d
1,3895,41336,10000,buffer: 0xfbce2869e608967d
1,3902,39984,10000,buffer: 0xadc11b45ddffb6bd
1,3901,40252,10000,buffer: 0xa1b9c36f11ba167d
1,3901,40730,10000,buffer: 0x3d16c838b63b2abd
1,3901,41000,10000,buffer: 0xda0eabf5f3140fbd
1,4699,45145,10000,buffer: 0x78b8df45cea2493d
1,3898,45657,10000,buffer: 0xe4e7007e4080c7fd
1,3899,44903,10000,buffer: 0x567d12ac37f5208d
1,3902,44400,10000,buffer: 0x4fd3356e54ce4a1d
1,3907,45533,10000,buffer: 0x325e2d09faeae27d
1,4950,40246,10000,buffer: 0xf393cf12911da43d
1,4702,44572,10000,buffer: 0xdbd5561704cc6afd
1,3901,40838,10000,buffer: 0xeb6b9d03fa14b7bd
1,4872,41532,10000,buffer: 0xebf26fc848a110dd
1,6188,40038,10000,buffer: 0x03dd3c37c915007d
1,3902,45383,10000,buffer: 0x5e876d599819193d
1,3903,40099,10000,buffer: 0xa67b353fa376037d
1,4806,45429,10000,buffer: 0x8fc63dc99a8e227d
1,3906,45759,10000,buffer: 0xa794afbeaa77003d
1,3897,44574,10000,buffer: 0x9ce34969a48f187d
1,5994,40238,10000,buffer: 0xd03072a377e75dfd
1,4872,43126,10000,buffer: 0x7b932577413123dd
1,3904,39814,10000,buffer: 0xb26d8369696a763d
1,4534,40116,10000,buffer: 0x4a0806e9f2c6289d
1,4869,46634,10000,buffer: 0xe2c96d15989a0edd
1,3898,45185,10000,buffer: 0x419a5c572acfa81d
1,6859,50654,10000,buffer: 0x4a8ecf15f90ddefd
1,3904,43857,10000,buffer: 0x317846947403037d
1,3905,42350,10000,buffer: 0xcaa95f056df6babd
1,4514,44948,10000,buffer: 0xc848bacc516ac2bd
1,3902,45748,10000,buffer: 0x79e1e9ca020dfd3d
1,3901,45944,10000,buffer: 0x9209a7990e918ccd
1,5911,44881,10000,buffer: 0x39455c6d5e24623d
1,3896,45665,10000,buffer: 0x96ca9bea3036e19d
1,4869,42925,10000,buffer: 0x0091f191e9ac29bd
1,4496,44887,10000,buffer: 0x6738954b03f842bd
1,3897,41333,10000,buffer: 0x9f1c63dd6635dc3d
1,4869,43076,10000,buffer: 0x8b3a2bdf7858359d
1,6919,43340,10000,buffer: 0x56009bd5a605803d
1,4872,46961,10000,buffer: 0xada9c952005ba0bd
1,4372,46501,10000,buffer: 0xf66f00170db48f3d
1,4693,45098,10000,buffer: 0x8880c3a11333b46d
1,3902,46178,10000,buffer: 0xe3eb33c69e2a3d7d
1,4870,46110,10000,buffer: 0x68e19af0cac6cfbd
1,7029,52946,10000,buffer: 0x62c15478673ea9bd
1,3897,45492,10000,buffer: 0xf6bff9845bd6dbfd
1,3897,41818,10000,buffer: 0x2d42613e8431113d
1,5400,35053,10000,buffer: 0x31466fa1b0606b3d
1,3901,46772,10000,buffer: 0x2326ed0dfa2d253d
2,3258,28994,10000,buffer: 0x3065f32258b3ae05
2,4075,28782,10000,buffer: 0x2821960a3d5f3c45
2,3264,28657,10000,buffer: 0x503a33b64f34c305
2,3270,28927,10000,buffer: 0xc9f3a1048d98ccc5
2,3879,29066,10000,buffer: 0xef867dfab5c501e5
2,3257,28774,10000,buffer: 0x3f6e606406284cc5
2,3258,28635,10000,buffer: 0xb247284fad3aa205
2,5121,28619,10000,buffer: 0x03a6ac1695d67f05
2,3265,28647,10000,buffer: 0x866d4ccc0a52f3c5
2,3262,28779,10000,buffer: 0xb2986049cc5f0505
2,3930,28885,10000,buffer: 0xbc7595b10d0bf02d
2,3261,28823,10000,buffer: 0xf1ebcab5ee6da645
2,3264,28651,10000,buffer: 0x47592592430b1a25
2,3256,30573,10000,buffer: 0x41bbe41928265185
2,3259,29100,10000,buffer: 0x8be58eb1ecb9a9c5
2,3258,28701,10000,buffer: 0xd1d453e899132605
2,3260,29539,10000,buffer: 0x6a5a09e4f3181785
2,3262,28974,10000,buffer: 0x0bd2ceb0e7aa9385
2,3259,28873,10000,buffer: 0x1e517fd9f951ad65
2,3261,30872,10000,buffer: 0xb0284197419dc105
2,3262,28793,10000,buffer: 0x1a6f12aed365fd05
2,3261,28676,10000,buffer: 0x7979b8957e303085
2,3262,29266,10000,buffer: 0xe0d3883f7e6e01e5
2,3257,28974,10000,buffer: 0x4d77a9b9f14a8d05
2,3259,28820,10000,buffer: 0x657a2da68ef9a645
2,3256,31249,10000,buffer: 0x56905ef3921da205
2,3259,28588,10000,buffer: 0xdccf5c79b70aa645
2,3257,28637,10000,buffer: 0xca1e0d30bdc90105
2,3264,29295,10000,buffer: 0xc76f368a3bb46bc5
2,3264,28623,10000,buffer: 0xbf3f598a562d0505
2,3260,29047,10000,buffer: 0x48c758f5caa34705
2,5489,28699,10000,buffer: 0x56a48d18b0ec4945
2,3260,28875,10000,buffer: 0xa5bbf8202c335185
2,3262,28661,10000,buffer: 0xe6de23def4e3b285
2,3258,28625,10000,buffer: 0x614cbc5c6535e305
2,3259,28816,10000,buffer: 0xf3f693e47ac9e845
2,3260,28668,10000,buffer: 0xbfba4466fed8c1e5
2,3275,30725,10000,buffer: 0xbcf2de0652974c85
2,3271,28660,10000,buffer: 0x1f09ed9fd1770d05
2,3262,28709,10000,buffer: 0x6fcfae1e3dc98c25
2,3262,30057,10000,buffer: 0x454ed6e58eed6f15
2,3263,28849,10000,buffer: 0xc6d019f280c69e45
2,3259,29470,10000,buffer: 0xb395e8f12ee92205
2,3265,31110,10000,buffer: 0x6249f137bfd38ec5
2,3268,29144,10000,buffer: 0x8ab3797d990dc985
2,3264,28693,10000,buffer: 0xfb15cbcf97186e05
2,3264,30497,10000,buffer: 0x14bc23a22c489805
2,3258,28702,10000,buffer: 0xa4e2acb8333bc695
2,3274,28682,10000,buffer: 0x09a163596ac53dc5
2,3302,31221,10000,buffer: 0xa03cbb80c512a685
2,3263,28649,10000,buffer: 0x0dd899dcfb742b75
2,3280,28667,10000,buffer: 0x73cd69c7addac295
2,3262,29704,10000,buffer: 0x9c508a4c27533085
2,3264,28822,10000,buffer: 0x141d7038f0968ed5
2,3274,28908,10000,buffer: 0xf93cbac435624985
2,3261,30965,10000,buffer: 0x5a0814cbd72fab45
2,3264,28629,10000,buffer: 0x7b28efb799c4a205
2,3256,28599,10000,buffer: 0x47e6d4db7439bf85
2,3264,29388,10000,buffer: 0x0e911ea0f171ae05
2,3264,28634,10000,buffer: 0x4e1664e77bd9cf05
2,3262,29020,10000,buffer: 0xa773b15298a77085
2,3266,31564,10000,buffer: 0x17c53d13904b6e05
2,3273,28702,10000,buffer: 0xcc649210a4b21105
2,3272,29052,10000,buffer: 0xdc2d99ecb4876a05
2,3266,29332,10000,buffer: 0xcbbe99fcb26cbb05
2,3263,28625,10000,buffer: 0xf9f7c9b0838da725
2,3263,28859,10000,buffer: 0x1e1869ede4c2b3c5
2,3262,31273,10000,buffer: 0x8a3d0ded1dcebc45
2,3265,28849,10000,buffer: 0x135a0a406a8f5b45
2,3265,28741,10000,buffer: 0xb9e81654a6fcfe05
2,3263,29832,10000,buffer: 0x10502c81efc44df5
2,3273,28898,10000,buffer: 0x44a0eb0647048d05
2,3264,28647,10000,buffer: 0x9c8fe8c148c99145
2,3283,31158,10000,buffer: 0x0642cedb16bb2ae5
2,3289,28883,10000,buffer: 0x761ef021ef606a05
2,3271,28520,10000,buffer: 0xd411741eff57fe05
2,3272,30016,10000,buffer: 0xa7f739b91884d4c5
2,3281,29378,10000,buffer: 0x53e83e54b01ca285
2,3278,28964,10000,buffer: 0xb922334eeda39105
2,3265,31074,10000,buffer: 0x88fc776cd7f6b085
2,3266,28590,10000,buffer: 0x29ac5889cd8884e5
2,3262,29062,10000,buffer: 0xb605d813ed495205
2,3263,29754,10000,buffer: 0xef7620e5d1e02685
2,3263,33399,10000,buffer: 0xeacfdba8f4ac3405
2,3266,29645,10000,buffer: 0x60424867d0bfcaa5
2,3266,31114,10000,buffer: 0xd3ed8f024e3f5f45
2,3266,28940,10000,buffer: 0xe509dbeb742ccec5
2,3259,29291,10000,buffer: 0x79839ee19caa9b85
2,3263,33349,10000,buffer: 0x3507972f8e79c185
2,3267,28629,10000,buffer: 0x2ec93bc1020bb045
2,3261,29140,10000,buffer: 0xc8d4e7047a9570a5
2,3263,31040,10000,buffer: 0xaa1f8b4d2f162005
2,3261,29219,10000,buffer: 0xaa5c8cb6f1a401e5
2,3265,29022,10000,buffer: 0x045f2d9359849105
2,3266,29538,10000,buffer: 0xdd9158489104b405
2,3273,31775,10000,buffer: 0x2f48e7b2a4ca0ac5
2,3528,28788,10000,buffer: 0x180731e6b2620105
2,3313,30998,10000,buffer: 0x7d974a797b13a485
2,3501,30058,10000,buffer: 0xb2de076ee059dc45
2,3284,28921,10000,buffer: 0x6524ce87e30c796d
3,3902,35494,10000,buffer: 0x7cfd305a632bd123
3,3898,45833,10000,buffer: 0x5abfcebd34dba113
3,4880,45124,10000,buffer: 0x845a99710550f0a3
3,3926,40737,10000,buffer: 0x21fb2604dd648da3
3,3899,49829,10000,buffer: 0xddcccfbc9fe995a3
3,3895,41396,10000,buffer: 0x510653555a311323
3,4653,40248,10000,buffer: 0x940f673af3abd723
3,3897,44898,10000,buffer: 0x1f435d24fc08c4e3
3,4873,43518,10000,buffer: 0x387ee500a4acd123
3,4915,40451,10000,buffer: 0xa5b5abd82541d923
3,4016,45170,10000,buffer: 0xc18b35bead1a9aa3
3,3898,40302,10000,buffer: 0x041b35db383b4623
3,5089,44878,10000,buffer: 0xdf7d5da94d86e523
3,3900,43132,10000,buffer: 0xdd9c53cfb897b323
3,3899,48487,10000,buffer: 0x4ef3a7c366a05423
3,3901,45449,10000,buffer: 0x23dd0ac7ffae3f23
3,3909,47041,10000,buffer: 0x12f72814d53000a3
3,3896,47612,10000,buffer: 0x1e9becd666ce65e3
3,3911,45011,10000,buffer: 0x773f833ee487b923
3,3900,45558,10000,buffer: 0x554e359ff69024a3
3,3892,44718,10000,buffer: 0xafa75f51c82a4aa3
3,4513,44954,10000,buffer: 0xcc19d484aacae6a3
3,4872,47955,10000,buffer: 0xd691f26303b110e3
3,4871,56363,10000,buffer: 0x783b1c52fb05e233
3,4680,44955,10000,buffer: 0xeffff4be325afa63
3,4880,44200,10000,buffer: 0xa5498491b53b87a3
3,3899,44575,10000,buffer: 0xfe1dbe6d31d1e2a3
3,3898,44875,10000,buffer: 0x7600059f529a0a23
3,4872,45958,10000,buffer: 0x880784607ad54203
3,3898,39985,10000,buffer: 0x78c2f8aa87922f63
3,4782,39893,10000,buffer: 0xf5599c9595d997c3
3,3897,48477,10000,buffer: 0xc8d8f48ec6f04723
3,3964,43805,10000,buffer: 0x49897b846251c1a3
3,3898,40399,10000,buffer: 0x87c649c1c4756763
3,4004,42312,10000,buffer: 0x8ae8670631bcc723
3,3896,37797,10000,buffer: 0x930b377a7211a0a3
3,3906,43216,10000,buffer: 0x8d37a606da019323
3,3898,40952,10000,buffer: 0xa71ffd2c6aef99a3
3,3898,44954,10000,buffer: 0x1f7570b855bf9543
3,6012,46265,10000,buffer: 0x51e9aa9f57e41323
3,4871,48225,10000,buffer: 0xe8e38af1821187a3
3,3895,45155,10000,buffer: 0x9b284ce2565602b3
3,4634,44917,10000,buffer: 0xe9411958d401e963
3,6753,48565,10000,buffer: 0x2995b1f857094c83
3,3900,40150,10000,buffer: 0xc7e252b58c665e23
3,5031,42218,10000,buffer: 0xd853f3da97b634e3
3,3908,44668,10000,buffer: 0xa02652cac65a4d93
3,3895,40006,10000,buffer: 0xcefc7bfcbc5e0123
3,4441,45391,10000,buffer: 0x5e48121149edce93
3,3895,44017,10000,buffer: 0x0eddfda2e4dfb1e3
3,3900,40123,10000,buffer: 0xbab5f91d9ca51a93
3,4705,43502,10000,buffer: 0xa9229c4e5037bd23
3,4303,47039,10000,buffer: 0x135aae345375d523
3,3897,44998,10000,buffer: 0xcf949db5316926a3
3,5422,45341,10000,buffer: 0x5fbe48adba217223
3,3896,46214,10000,buffer: 0x604709fe8b97ebc3
3,3900,44721,10000,buffer: 0x40742d8933d15ea3
3,5000,41087,10000,buffer: 0x671e12bd5c386de3
3,3901,44234,10000,buffer: 0xec062fda5a40b523
3,3895,39904,10000,buffer: 0xe87cf58d40651323
3,5895,45513,10000,buffer: 0xe08e8d792475b063
3,3899,46441,10000,buffer: 0xe53948b96ff2e923
3,4872,42075,10000,buffer: 0x09d6d1ba85cc3823
3,5657,50581,10000,buffer: 0x67f1edd5733c8923
3,3898,42272,10000,buffer: 0xf6d5034ed6cfc863
3,4870,47120,10000,buffer: 0xb9ee6334d9c2c1a3
3,3899,45735,10000,buffer: 0x70a6bbb5511067a3
3,3901,48170,10000,buffer: 0xdfb3ebb549779423
3,3899,44868,10000,buffer: 0x8de149d703c2dea3
3,4676,45043,10000,buffer: 0xf1c4af0fb73c75a3
3,4872,45671,10000,buffer: 0x3870777906faf723
3,3899,45261,10000,buffer: 0x59802c2ab06abd43
3,4942,44999,10000,buffer: 0x71ccc6c09ff5f063
3,3909,46155,10000,buffer: 0x1bc84e1fe250c5a3
3,3903,45116,10000,buffer: 0x08e53a34e8150c83
3,4555,44757,10000,buffer: 0x88b664c7f8f2c623
3,3903,43681,10000,buffer: 0xc393813dc46891a3
3,4869,43618,10000,buffer: 0xe8301b6dda5b3fe3
3,3899,45922,10000,buffer: 0x7884d8e2af843ae3
3,3898,42000,10000,buffer: 0xb7bec4923348c4c3
3,4016,44854,10000,buffer: 0x78d34615245e8523
3,3912,45556,10000,buffer: 0xbba417ffeb91c8a3
3,4870,45922,10000,buffer: 0x46434ee8bab35c23
3,3894,45103,10000,buffer: 0xadefb2c907bcc9a3
3,3897,43106,10000,buffer: 0x47afe695c3abccbb
3,3896,40713,10000,buffer: 0xe791819b829b7d63
3,3896,45264,10000,buffer: 0xf84d86f0b75bab63
3,3896,43442,10000,buffer: 0x24de53d021298aa3
3,3899,47697,10000,buffer: 0x586c56b8e4045c23
3,3898,43862,10000,buffer: 0x500dbba2f126a323
3,3893,42634,10000,buffer: 0xd7b88f96fec58ea3
3,4890,45311,10000,buffer: 0x54a4103424ac5923
3,3957,43300,10000,buffer: 0xf9b4cb73b4289d23
3,6064,43969,10000,buffer: 0x3d7dde50f37f0623
3,3900,46808,10000,buffer: 0x4a59027271ee7d23
3,3907,41827,10000,buffer: 0x87e1661332d41023
3,3897,46190,10000,buffer: 0x22b0bf151711a463
3,3897,47030,10000,buffer: 0xb12686cdb5c7e043
3,3899,45064,10000,buffer: 0x04adeb137aa0dc23
3,3898,45567,10000,buffer: 0x1165a844f290eca3
4,2975,22172,10000,buffer: 0xf3a426952ac47570
4,2948,22025,10000,buffer: 0x2bc48742e7a0e100
4,2947,24378,10000,buffer: 0x7a0e910b7ef3b970
4,2947,22281,10000,buffer: 0xfedd9c15e4eddfb0
4,2942,21925,10000,buffer: 0x02b2e80fa26f8af0
4,2941,23024,10000,buffer: 0x14e9f05fe98adfb0
4,2939,21755,10000,buffer: 0x2140844f58b90930
4,2965,21977,10000,buffer: 0x766973d55dea9ff0
4,3098,22510,10000,buffer: 0xca611b1a0f3f9c70
4,2949,22729,10000,buffer: 0x8345e069cedd0070
4,3060,21914,10000,buffer: 0xe85edabd6f4e0970
4,2963,25079,10000,buffer: 0x42c1d82a7ffd85f0
4,2973,22069,10000,buffer: 0xf6c20de1681ee870
4,2953,22011,10000,buffer: 0xf7fe6db726b60af0
4,2974,22625,10000,buffer: 0x5d033845bcebe2f0
4,2973,22328,10000,buffer: 0x0ca23410eda9e700
4,2977,22123,10000,buffer: 0xc8c5ee1afe3d5fb0
4,2961,24271,10000,buffer: 0x741d20840d04e370
4,2999,22408,10000,buffer: 0xed3e1ec5e780d230
4,2990,22671,10000,buffer: 0xd98212014f895f70
4,2962,22488,10000,buffer: 0xb1416890243e1ff0
4,2983,22241,10000,buffer: 0xe88f84bf93a45230
4,2996,22327,10000,buffer: 0xb067c794fd147570
4,2934,24462,10000,buffer: 0xa1b06c82127b0b50
4,2975,22209,10000,buffer: 0xfea78a1c0c516a70
4,3004,22297,10000,buffer: 0xd7a2e942b008acf0
4,2973,23045,10000,buffer: 0x9a0540e114631c70
4,2953,21991,10000,buffer: 0xb348a5619c2b6730
4,2978,22304,10000,buffer: 0x26948fa9ff750af0
4,2943,22862,10000,buffer: 0xb007fbfc977c30f0
4,2959,22120,10000,buffer: 0xffdb0ab19e4cebf0
4,2928,21787,10000,buffer: 0x7d58fa57fc97d8f0
4,2957,24336,10000,buffer: 0xca6ba0b1434c4070
4,3102,21934,10000,buffer: 0x8ec88662dbb81c70
4,2951,22010,10000,buffer: 0x58e1003dd53b39b0
4,2960,23040,10000,buffer: 0x5da7be3ba0c29c70
4,2958,22113,10000,buffer: 0xce8725416697df30
4,2951,23590,10000,buffer: 0xe235eed1219f6bd0
4,2917,23856,10000,buffer: 0x4ff16780fc9ab770
4,2963,22108,10000,buffer: 0xa121c34d5e4c11b0
4,2966,22067,10000,buffer: 0x8914ea11bab8abd0
4,2924,22246,10000,buffer: 0xb5ef37442af04470
4,2959,21985,10000,buffer: 0x7396205def922c90
4,2980,22137,10000,buffer: 0x247c168917e675b0
4,2986,24574,10000,buffer: 0x9d9f93cd24c35d70
4,2969,22189,10000,buffer: 0x348c8ca6111cb290
4,3008,22269,10000,buffer: 0x80b51f0db9227bf0
4,2976,23390,10000,buffer: 0x436b0f45498fb430
4,2989,22178,10000,buffer: 0xe300e165abf08930
4,2968,22245,10000,buffer: 0x6fb955961db74510
4,2946,24230,10000,buffer: 0xd95cea44010db770
4,2988,22684,10000,buffer: 0x58ef88bb1c6f5d30
4,3045,22309,10000,buffer: 0xcd9f6a4733b31ff0
4,2961,22677,10000,buffer: 0xc97b8e91a1fd9c70
4,3134,22215,10000,buffer: 0xa0840d71c4112830
4,2965,21968,10000,buffer: 0xa9833b6fd3f1d2b0
4,2949,24251,10000,buffer: 0xa1912265ed741c70
4,2968,22299,10000,buffer: 0xbc535d3c4aee81f0
4,2952,22017,10000,buffer: 0xab941d55893e6730
4,2953,22457,10000,buffer: 0xf1ffa4503e1f3080
4,3115,22972,10000,buffer: 0xb39d6610b6137250
4,2985,22180,10000,buffer: 0xfa135a6c9409f0f0
4,2926,24154,10000,buffer: 0x55094d1f874828b0
4,2952,22369,10000,buffer: 0xc07531e9414fac70
4,2979,22624,10000,buffer: 0x144762769b1ad890
4,2978,23170,10000,buffer: 0xb73386e25ec33770
4,2989,22287,10000,buffer: 0xdd16eea572ba5a70
4,2974,22203,10000,buffer: 0xccee58207c7672d0
4,2951,22401,10000,buffer: 0xe4f22864e95ec070
4,2930,22821,10000,buffer: 0x9d8dd3c4fe828ab0
4,2950,21847,10000,buffer: 0xfa2db02e9645daf0
4,2972,25355,10000,buffer: 0x4c8478f8d7c27070
4,2976,22463,10000,buffer: 0xe7867626fe5febd0
4,2991,22351,10000,buffer: 0x8c5de30418332df0
4,2977,22990,10000,buffer: 0x01a9499abe101370
4,2964,22701,10000,buffer: 0x7c2eadf9537e2df0
4,2968,22178,10000,buffer: 0x58e280ce79791410
4,2988,24418,10000,buffer: 0x8738fa6d63ba0ab0
4,2942,22604,10000,buffer: 0x998cf71c92a4b618
4,3009,22286,10000,buffer: 0x39a423189be313f0
4,2995,22882,10000,buffer: 0xd2a1991a83fba8b0
4,2977,22332,10000,buffer: 0x4cf6fa9390a181f0
4,3012,23740,10000,buffer: 0x8e9d530108fa7b70
4,2933,24246,10000,buffer: 0xa8593bb32b739380
4,2989,22130,10000,buffer: 0xe3a009ae14a915f0
4,2980,22137,10000,buffer: 0x4a1860358d0c6bd0
4,2974,22732,10000,buffer: 0x3ef9f49acd22d8b0
4,2978,22105,10000,buffer: 0xa0625ba552259c30
4,2987,22185,10000,buffer: 0x50239468f1d65870
4,3001,24609,10000,buffer: 0xeee48f4df67b1370
4,2959,21960,10000,buffer: 0x329a80518b9f2f60
4,3004,22354,10000,buffer: 0x1c652972403c2c70
4,3000,23012,10000,buffer: 0xe15df60ec46d8070
4,2972,23517,10000,buffer: 0x0bbfd793dd9bd870
4,2994,22350,10000,buffer: 0x6dcbf3d82119dff0
4,3006,25385,10000,buffer: 0xdc03917cbe285a30
4,2978,22097,10000,buffer: 0x2df85f0de8174470
4,3019,22497,10000,buffer: 0xaeea932e6794e4f0
4,2966,23368,10000,buffer: 0x00d4fe29d3d955f0
4,2963,24075,10000,buffer: 0x84f8ddcdb20081f0
5,3899,34471,10000,buffer: 0x1e2f6c50955296b9
5,3897,36961,10000,buffer: 0x7b4f944043e1a959
5,3897,36821,10000,buffer: 0xbb17a9787fa42959
5,3905,41475,10000,buffer: 0xddef8b99202a6bb9
5,3896,38962,10000,buffer: 0x09230cf81bd42679
5,3895,36592,10000,buffer: 0x13e7b64a9effea39
5,3896,36489,10000,buffer: 0x14e85e06124ddc39
5,3905,37501,10000,buffer: 0x193e35616b1997d9
5,3897,36747,10000,buffer: 0xe96f094ac8cb2679
5,3897,35410,10000,buffer: 0x0f5019ef52d03339
5,3896,38917,10000,buffer: 0x68f508582e0dbdb9
5,3895,36671,10000,buffer: 0x466651d3b2884fb9
5,3901,36701,10000,buffer: 0x25e23e1a32306959
5,3898,37493,10000,buffer: 0x3dd262a8200b4539
5,3897,39441,10000,buffer: 0x7ee8e320ee47c539
5,3898,39763,10000,buffer: 0xb2f3c4c1fb90ecb9
5,3897,41843,10000,buffer: 0x8f96b9fd9aa400b9
5,3897,39415,10000,buffer: 0x02d4d6b4f7947559
5,3896,36607,10000,buffer: 0x07de588980299179
5,4872,44235,10000,buffer: 0x23188e1b5ca36bb9
5,3898,36461,10000,buffer: 0xbc04c7cf23c3c7b9
5,3898,41245,10000,buffer: 0x616a9d6655443199
5,3898,38744,10000,buffer: 0x8a78ec5fb1f1d9b9
5,3899,34736,10000,buffer: 0xc75b942a05e35eb9
5,3898,36443,10000,buffer: 0x45913876bdf223b9
5,3897,37304,10000,buffer: 0xec10bc910464f9f9
5,3898,35273,10000,buffer: 0xccbed9242b7bdeb9
5,3899,35695,10000,buffer: 0xe1906f5c22334fb9
5,4886,41925,10000,buffer: 0xe3332bd34e728d19
5,3899,36984,10000,buffer: 0x4171a32a0b3b8539
5,3897,37234,10000,buffer: 0x2118ed4b300b8fb9
5,3898,38262,10000,buffer: 0x9ea576f04138ebb9
5,4875,43490,10000,buffer: 0x7366fe49727a3c79
5,3900,41001,10000,buffer: 0x62100228a742bcf9
5,4874,44706,10000,buffer: 0xa0f6378ac2f3b2b9
5,4871,43781,10000,buffer: 0x7e90b1969905c879
5,4870,41533,10000,buffer: 0x25d7bd6d58fb81d9
5,3898,37411,10000,buffer: 0x23b5a4d513298439
5,4870,43631,10000,buffer: 0x609477edae6451b9
5,3898,36907,10000,buffer: 0xcf2270fda7e03fb9
5,3913,43520,10000,buffer: 0x7a87c60c024153b9
5,3975,42221,10000,buffer: 0x65ca557be14c2899
5,3904,34682,10000,buffer: 0xfe7f0852b0ee2bb9
5,3898,38603,10000,buffer: 0x0b3a11d1c7fba679
5,4871,38588,10000,buffer: 0x45ccb80229cfdbb9
5,4874,46252,10000,buffer: 0xdbcbe1e85b8c77b9
5,4867,49630,10000,buffer: 0x05c20468084bbcf9
5,4870,48712,10000,buffer: 0x52c0bd711666ebb9
5,3903,36860,10000,buffer: 0x4c0001428d2e66a9
5,3895,37585,10000,buffer: 0x3f61fd3fdbedf239
5,4873,41473,10000,buffer: 0xdfdc7870311ec8b9
5,4867,43683,10000,buffer: 0x9d4fd5c035b19a99
5,4870,39320,10000,buffer: 0xfa2e258f91480fb9
5,4874,42868,10000,buffer: 0x489a7d6b0d0a62f9
5,3919,36715,10000,buffer: 0x3e3a28529a6a93b9
5,3905,43195,10000,buffer: 0x77b85690509205e9
5,3898,39752,10000,buffer: 0x927f7efd8ca023b9
5,4870,43522,10000,buffer: 0x4a5df2a9ffb55df9
5,3901,42540,10000,buffer: 0xb50b1df2bc745139
5,3902,40487,10000,buffer: 0x4853fd2f08e10c99
5,4873,43395,10000,buffer: 0x0634aa0205f84339
5,4874,41732,10000,buffer: 0x9f8cc7288151a2b9
5,3899,39804,10000,buffer: 0x06acb923eb1172f9
5,4876,34934,10000,buffer: 0xda4b37f8362596b9
5,4873,45938,10000,buffer: 0x724c77089a779f79
5,3899,36519,10000,buffer: 0x5f48a5ce47900539
5,3899,40198,10000,buffer: 0x612c7831074b0239
5,4872,44077,10000,buffer: 0x602a0ee268311f81
5,4920,44060,10000,buffer: 0xd69eec1d3b06dc39
5,4874,43385,10000,buffer: 0xc29f6f42dd6ace39
5,4873,45940,10000,buffer: 0xfbee649e41b90fb9
5,4155,36841,10000,buffer: 0xff98f7200633af39
