runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.image.editableimage,param.start.vector2,param.finish.vector2,param.color3.color3,param.transparency.float,param.imagecombinetype.enumitem1,29989,5709986,10,EditableImage,78; 322,595; 565,0.980392; 0.243137; 0.486275,0.5,Enum.ImageCombineType.AlphaBlend
1,20024,7930026,10,EditableImage,175; 460,839; 757,0.827451; 0.184314; 0.643137,0.4,Enum.ImageCombineType.Add
1,40001,12020022,10,EditableImage,362; 230,570; 896,0.427451; 0.494118; 0.792157,0.4,Enum.ImageCombineType.Add
1,69989,11010003,10,EditableImage,294; 113,1013; 695,0.337255; 0.890196; 0.917647,0.1,Enum.ImageCombineType.Add
1,29989,6819983,10,EditableImage,152; 366,898; 623,0.219608; 0.631373; 0.501961,0.30000000000000004,Enum.ImageCombineType.BlendSourceOver
1,29989,5949988,10,EditableImage,106; 437,763; 831,0.380392; 0.768627; 0.65098,0.1,Enum.ImageCombineType.Overwrite
1,40001,9740005,10,EditableImage,251; 15,945; 941,0.262745; 0.0784314; 0.0588235,0.30000000000000004,Enum.ImageCombineType.BlendSourceOver
1,30036,6810017,10,EditableImage,26; 65,689; 849,0.92549; 0.862745; 0.0862745,0.6000000000000001,Enum.ImageCombineType.AlphaBlend
1,50013,5850010,10,EditableImage,432; 184,690; 777,0.803922; 0.611765; 0.843137,0.6000000000000001,Enum.ImageCombineType.Multiply
1,29989,10409998,10,EditableImage,476; 269,878; 849,0.94902; 0.447059; 0.227451,0.8,Enum.ImageCombineType.Add
1,40001,11719997,10,EditableImage,425; 215,735; 873,0.662745; 0.717647; 0.117647,0.8,Enum.ImageCombineType.Add
1,29989,7130020,10,EditableImage,190; 188,787; 813,1; 0.639216; 0.827451,0.2,Enum.ImageCombineType.Add
1,19977,2510008,10,EditableImage,458; 374,528; 651,0.337255; 0.87451; 0.101961,0.6000000000000001,Enum.ImageCombineType.Multiply
1,29989,4380011,10,EditableImage,151; 465,619; 529,0.145098; 0.247059; 0.976471,0.9,Enum.ImageCombineType.BlendSourceOver
1,30036,8859998,10,EditableImage,240; 61,743; 740,0.847059; 0.443137; 0.780392,0.2,Enum.ImageCombineType.BlendSourceOver
1,29989,5109981,10,EditableImage,77; 314,668; 842,0.423529; 0.984314; 0.360784,0.8,Enum.ImageCombineType.Overwrite
1,40001,6149989,10,EditableImage,238; 488,932; 678,0.0862745; 0.407843; 0.690196,0.1,Enum.ImageCombineType.BlendSourceOver
1,19977,4389976,10,EditableImage,436; 426,583; 936,0.45098; 0.0196078; 0.905882,0.4,Enum.ImageCombineType.Overwrite
1,29989,6769971,10,EditableImage,418; 350,797; 542,0.756863; 0.184314; 0.945098,0,Enum.ImageCombineType.Add
1,20024,5400042,10,EditableImage,277; 48,952; 648,0.67451; 0.854902; 0.247059,0,Enum.ImageCombineType.Overwrite
1,19977,4390022,10,EditableImage,298; 486,656; 894,0.513726; 0.294118; 0.196078,0.9,Enum.ImageCombineType.BlendSourceOver
1,29989,4600036,10,EditableImage,101; 445,620; 1006,0.466667; 0.772549; 0.282353,0.8,Enum.ImageCombineType.Multiply
1,30036,9589969,10,EditableImage,362; 49,1016; 945,0.258824; 0.227451; 0.737255,0.9,Enum.ImageCombineType.Multiply
1,19977,3510016,10,EditableImage,235; 421,606; 741,0.47451; 0.266667; 0.278431,0.5,Enum.ImageCombineType.Multiply
1,29989,5239994,10,EditableImage,288; 488,881; 856,0.658824; 0.819608; 0.00392157,0.1,Enum.ImageCombineType.Multiply
1,29989,9260001,10,EditableImage,390; 131,775; 893,0.996078; 0.482353; 0.658824,0.1,Enum.ImageCombineType.AlphaBlend
1,29989,7170020,10,EditableImage,285; 319,831; 913,0.819608; 0.85098; 0.313726,0.6000000000000001,Enum.ImageCombineType.Add
1,29989,14559972,10,EditableImage,434; 253,837; 965,0.847059; 0.0941176; 0.478431,0.4,Enum.ImageCombineType.AlphaBlend
1,29989,5439995,10,EditableImage,379; 48,994; 524,0.580392; 0.905882; 0.0823529,0.30000000000000004,Enum.ImageCombineType.Multiply
1,50013,5100016,10,EditableImage,226; 409,651; 718,0.666667; 0.670588; 0.411765,0.8,Enum.ImageCombineType.BlendSourceOver
1,29989,7610024,10,EditableImage,431; 61,912; 728,0.921569; 0.54902; 0.0235294,0.4,Enum.ImageCombineType.BlendSourceOver
1,80001,4709978,10,EditableImage,129; 39,618; 580,0.705882; 0.831373; 0.0823529,0.8,Enum.ImageCombineType.Overwrite
1,59978,16749977,10,EditableImage,136; 136,584; 957,0.705882; 0.180392; 0.866667,0.30000000000000004,Enum.ImageCombineType.Add
1,29989,4490000,10,EditableImage,396; 453,970; 631,0.129412; 0.262745; 0.388235,0.2,Enum.ImageCombineType.Multiply
1,30036,10139961,10,EditableImage,223; 108,550; 917,0.196078; 1; 0.462745,0.8,Enum.ImageCombineType.BlendSourceOver
1,30036,5050004,10,EditableImage,485; 289,986; 738,0.505882; 0.721569; 0.615686,0.2,Enum.ImageCombineType.Multiply
1,29989,6909995,10,EditableImage,453; 61,822; 578,0.788235; 0.407843; 0.921569,0.2,Enum.ImageCombineType.BlendSourceOver
1,29989,9500003,10,EditableImage,203; 132,730; 970,0.482353; 0.435294; 0.0470588,0.8,Enum.ImageCombineType.Overwrite
1,29989,4180009,10,EditableImage,500; 304,603; 781,0.52549; 0.972549; 0.545098,0.2,Enum.ImageCombineType.Overwrite
